epoch	step	loss	l1	ciou	train_iou	lr	mIoU	Acc@0.25	Acc@0.5	Acc@0.75	Acc@0.9	blind_mIoU	delta	sec
616	6170	0.1035	0.0038	0.0423	0.9578	0.3504	0.2046	0.3881	0.0896	0.0000	0.0000	0.1129	0.0943	2839
617	6180	0.1067	0.0038	0.0438	0.9563	0.3488	0.2068	0.3881	0.0945	0.0050	0.0000	0.1102	0.0994	2844
618	6190	0.1021	0.0038	0.0417	0.9585	0.3472	0.2053	0.3731	0.0697	0.0050	0.0000	0.1152	0.0921	2849
619	6200	0.1017	0.0036	0.0419	0.9582	0.3456	0.2048	0.3930	0.0796	0.0000	0.0000	0.1154	0.0913	2853
620	6210	0.0951	0.0034	0.0389	0.9612	0.3441	0.2052	0.3632	0.0697	0.0050	0.0000	0.1098	0.0982	2858
621	6220	0.1077	0.0039	0.0442	0.9560	0.3425	0.2042	0.3881	0.0697	0.0050	0.0000	0.1134	0.0933	2862
622	6230	0.1102	0.0038	0.0455	0.9546	0.3409	0.2053	0.3831	0.0995	0.0000	0.0000	0.1103	0.0970	2867
623	6240	0.1032	0.0037	0.0423	0.9579	0.3394	0.2095	0.3980	0.0796	0.0050	0.0000	0.1128	0.0994	2871
624	6250	0.1017	0.0040	0.0410	0.9591	0.3378	0.2091	0.3831	0.0796	0.0050	0.0000	0.1149	0.0961	2876
625	6260	0.0985	0.0036	0.0402	0.9599	0.3362	0.2128	0.4179	0.0846	0.0000	0.0000	0.1146	0.1009	2881
626	6270	0.0991	0.0037	0.0402	0.9599	0.3347	0.2042	0.3781	0.0796	0.0000	0.0000	0.1126	0.0936	2885
627	6280	0.1100	0.0043	0.0443	0.9558	0.3331	0.2059	0.3831	0.0647	0.0050	0.0000	0.1126	0.0952	2890
628	6290	0.1001	0.0038	0.0406	0.9594	0.3316	0.2058	0.3930	0.0697	0.0050	0.0000	0.1112	0.0967	2894
629	6300	0.1151	0.0043	0.0467	0.9535	0.3300	0.2073	0.4080	0.0796	0.0000	0.0000	0.1126	0.0975	2899
630	6310	0.1080	0.0039	0.0443	0.9558	0.3285	0.2052	0.3881	0.0697	0.0050	0.0000	0.1130	0.0944	2903
631	6320	0.1062	0.0042	0.0425	0.9576	0.3269	0.2070	0.4080	0.0846	0.0050	0.0000	0.1135	0.0965	2908
632	6330	0.1102	0.0040	0.0452	0.9550	0.3254	0.2053	0.4080	0.0746	0.0000	0.0000	0.1146	0.0939	2912
633	6340	0.1000	0.0039	0.0404	0.9597	0.3238	0.2072	0.3881	0.0796	0.0000	0.0000	0.1111	0.0982	2917
634	6350	0.1088	0.0041	0.0442	0.9560	0.3223	0.2055	0.4080	0.0796	0.0000	0.0000	0.1110	0.0964	2922
635	6360	0.1069	0.0040	0.0434	0.9567	0.3207	0.2031	0.3682	0.0846	0.0000	0.0000	0.1135	0.0918	2927
636	6370	0.1068	0.0039	0.0435	0.9566	0.3192	0.2050	0.3881	0.0846	0.0000	0.0000	0.1114	0.0959	2931
637	6380	0.1085	0.0041	0.0441	0.9560	0.3176	0.2022	0.3831	0.0746	0.0000	0.0000	0.1110	0.0934	2936
638	6390	0.0983	0.0037	0.0398	0.9603	0.3161	0.2029	0.3930	0.0547	0.0050	0.0000	0.1113	0.0934	2941
639	6400	0.1034	0.0040	0.0417	0.9584	0.3146	0.2037	0.3881	0.0796	0.0000	0.0000	0.1104	0.0957	2946
640	6410	0.1033	0.0039	0.0420	0.9582	0.3130	0.2087	0.4179	0.0697	0.0000	0.0000	0.1134	0.0970	2950
641	6420	0.1072	0.0040	0.0436	0.9565	0.3115	0.2013	0.3881	0.0746	0.0000	0.0000	0.1105	0.0929	2955
642	6430	0.1080	0.0040	0.0440	0.9561	0.3100	0.2083	0.3881	0.0945	0.0050	0.0000	0.1135	0.0969	2960
643	6440	0.1075	0.0040	0.0437	0.9564	0.3084	0.2056	0.4030	0.0896	0.0000	0.0000	0.1119	0.0956	2964
644	6450	0.1046	0.0040	0.0424	0.9577	0.3069	0.2060	0.4080	0.0796	0.0000	0.0000	0.1159	0.0914	2969
645	6460	0.1117	0.0040	0.0458	0.9544	0.3054	0.2085	0.4030	0.0746	0.0000	0.0000	0.1146	0.0959	2973
646	6470	0.1158	0.0043	0.0471	0.9531	0.3039	0.2030	0.4030	0.0647	0.0000	0.0000	0.1155	0.0899	2978
647	6480	0.0998	0.0038	0.0405	0.9596	0.3023	0.2095	0.4129	0.0945	0.0000	0.0000	0.1160	0.0954	2982
648	6490	0.0958	0.0036	0.0390	0.9611	0.3008	0.2039	0.3930	0.0746	0.0000	0.0000	0.1144	0.0916	2987
649	6500	0.1020	0.0036	0.0419	0.9583	0.2993	0.2034	0.3980	0.0945	0.0000	0.0000	0.1143	0.0914	2991
650	6510	0.1065	0.0037	0.0439	0.9562	0.2978	0.2052	0.3980	0.0796	0.0050	0.0000	0.1125	0.0942	2996
651	6520	0.1032	0.0035	0.0430	0.9572	0.2963	0.2039	0.3980	0.0697	0.0000	0.0000	0.1144	0.0914	3001
652	6530	0.0942	0.0037	0.0380	0.9621	0.2948	0.2055	0.4030	0.0945	0.0000	0.0000	0.1110	0.0958	3005
653	6540	0.1204	0.0044	0.0491	0.9511	0.2933	0.2076	0.3980	0.0896	0.0050	0.0000	0.1163	0.0940	3010
654	6550	0.1056	0.0040	0.0428	0.9576	0.2918	0.2007	0.3731	0.0846	0.0000	0.0000	0.1101	0.0929	3014
655	6560	0.0959	0.0036	0.0390	0.9611	0.2903	0.2104	0.4080	0.1045	0.0000	0.0000	0.1145	0.0973	3019
656	6570	0.1088	0.0038	0.0449	0.9552	0.2888	0.2088	0.3881	0.0995	0.0050	0.0000	0.1146	0.0964	3023
657	6580	0.0988	0.0036	0.0403	0.9598	0.2873	0.2050	0.4030	0.0995	0.0050	0.0000	0.1124	0.0939	3028
658	6590	0.1127	0.0041	0.0462	0.9539	0.2858	0.2013	0.3831	0.0746	0.0050	0.0000	0.1112	0.0927	3032
659	6600	0.1047	0.0038	0.0429	0.9572	0.2843	0.1995	0.3682	0.0647	0.0050	0.0000	0.1152	0.0857	3037
660	6610	0.1086	0.0039	0.0444	0.9557	0.2828	0.2061	0.4080	0.0746	0.0050	0.0000	0.1134	0.0950	3042
661	6620	0.0947	0.0034	0.0388	0.9613	0.2813	0.2044	0.3930	0.0796	0.0050	0.0000	0.1132	0.0930	3046
662	6630	0.1000	0.0036	0.0411	0.9590	0.2798	0.2008	0.3781	0.0995	0.0000	0.0000	0.1110	0.0915	3051
663	6640	0.1026	0.0036	0.0422	0.9579	0.2783	0.2028	0.3980	0.0796	0.0050	0.0000	0.1122	0.0912	3056
664	6650	0.1089	0.0039	0.0446	0.9555	0.2768	0.2007	0.3831	0.0697	0.0050	0.0000	0.1142	0.0891	3060
665	6660	0.0930	0.0035	0.0378	0.9623	0.2754	0.2052	0.3930	0.0846	0.0050	0.0000	0.1130	0.0944	3065
666	6670	0.0968	0.0036	0.0395	0.9606	0.2739	0.2022	0.3731	0.0846	0.0000	0.0000	0.1151	0.0897	3069
667	6680	0.0928	0.0034	0.0380	0.9621	0.2724	0.1980	0.3781	0.0597	0.0000	0.0000	0.1141	0.0866	3074
668	6690	0.1049	0.0040	0.0424	0.9577	0.2709	0.2019	0.3831	0.0746	0.0000	0.0000	0.1145	0.0906	3078
669	6700	0.0983	0.0038	0.0396	0.9605	0.2695	0.2028	0.3930	0.0746	0.0000	0.0000	0.1145	0.0912	3083
670	6710	0.1023	0.0035	0.0425	0.9577	0.2680	0.1963	0.3930	0.0547	0.0000	0.0000	0.1130	0.0860	3087
671	6720	0.1063	0.0038	0.0437	0.9564	0.2665	0.2018	0.3930	0.0796	0.0000	0.0000	0.1094	0.0940	3092
672	6730	0.1098	0.0039	0.0451	0.9550	0.2651	0.1995	0.3781	0.0697	0.0000	0.0000	0.1093	0.0923	3097
673	6740	0.0991	0.0037	0.0404	0.9597	0.2636	0.2064	0.3930	0.0896	0.0000	0.0000	0.1143	0.0950	3101
674	6750	0.1085	0.0041	0.0439	0.9562	0.2622	0.1987	0.3682	0.0796	0.0000	0.0000	0.1123	0.0889	3106
675	6760	0.1002	0.0037	0.0410	0.9592	0.2607	0.2040	0.3881	0.0846	0.0000	0.0000	0.1116	0.0936	3110
676	6770	0.0972	0.0035	0.0398	0.9603	0.2593	0.2005	0.3632	0.0846	0.0000	0.0000	0.1137	0.0894	3115
677	6780	0.0942	0.0035	0.0384	0.9617	0.2578	0.2027	0.3682	0.0746	0.0000	0.0000	0.1129	0.0927	3119
678	6790	0.0918	0.0033	0.0376	0.9624	0.2564	0.2030	0.3881	0.0846	0.0000	0.0000	0.1083	0.0975	3124
679	6800	0.1047	0.0042	0.0420	0.9581	0.2549	0.2066	0.3781	0.0896	0.0000	0.0000	0.1104	0.0989	3129
680	6810	0.1020	0.0038	0.0416	0.9585	0.2535	0.2065	0.3831	0.1045	0.0000	0.0000	0.1083	0.1005	3133
681	6820	0.1048	0.0037	0.0430	0.9571	0.2521	0.2040	0.3831	0.0846	0.0050	0.0000	0.1104	0.0966	3137
682	6830	0.1001	0.0037	0.0408	0.9593	0.2506	0.2018	0.3682	0.0896	0.0000	0.0000	0.1118	0.0926	3142
683	6840	0.1049	0.0038	0.0430	0.9571	0.2492	0.2022	0.3831	0.0796	0.0050	0.0000	0.1101	0.0949	3147
684	6850	0.1002	0.0037	0.0408	0.9593	0.2478	0.2028	0.3731	0.0796	0.0000	0.0000	0.1114	0.0935	3151
685	6860	0.0966	0.0035	0.0394	0.9607	0.2463	0.2097	0.3881	0.0945	0.0000	0.0000	0.1129	0.0992	3156
686	6870	0.0874	0.0034	0.0352	0.9649	0.2449	0.2070	0.3781	0.0945	0.0100	0.0000	0.1115	0.0973	3161
687	6880	0.0985	0.0035	0.0405	0.9597	0.2435	0.2101	0.3881	0.0846	0.0100	0.0000	0.1130	0.0990	3165
688	6890	0.0878	0.0033	0.0357	0.9644	0.2421	0.2078	0.4030	0.0796	0.0000	0.0000	0.1094	0.1003	3170
689	6900	0.0908	0.0032	0.0373	0.9627	0.2407	0.2090	0.3980	0.0796	0.0100	0.0000	0.1155	0.0954	3174
690	6910	0.0993	0.0035	0.0409	0.9592	0.2392	0.2028	0.3831	0.0796	0.0000	0.0000	0.1107	0.0945	3179
691	6920	0.0957	0.0036	0.0388	0.9613	0.2378	0.2064	0.4080	0.0995	0.0050	0.0000	0.1114	0.0975	3184
692	6930	0.0936	0.0034	0.0382	0.9619	0.2364	0.2068	0.4080	0.0896	0.0000	0.0000	0.1100	0.0989	3188
693	6940	0.0993	0.0036	0.0405	0.9596	0.2350	0.2077	0.3980	0.0896	0.0000	0.0000	0.1152	0.0947	3193
694	6950	0.0889	0.0033	0.0362	0.9638	0.2336	0.2023	0.4080	0.0995	0.0000	0.0000	0.1140	0.0898	3198
695	6960	0.0903	0.0033	0.0369	0.9632	0.2322	0.2037	0.3930	0.0995	0.0000	0.0000	0.1123	0.0924	3202
696	6970	0.1000	0.0038	0.0405	0.9596	0.2308	0.2050	0.3980	0.0945	0.0050	0.0000	0.1098	0.0963	3207
697	6980	0.1001	0.0037	0.0407	0.9594	0.2294	0.2060	0.4129	0.0846	0.0000	0.0000	0.1109	0.0969	3211
698	6990	0.1059	0.0040	0.0430	0.9572	0.2281	0.2002	0.3831	0.0746	0.0050	0.0000	0.1082	0.0940	3216
699	7000	0.0846	0.0031	0.0345	0.9656	0.2267	0.2021	0.4030	0.0697	0.0000	0.0000	0.1087	0.0951	3221
700	7010	0.0969	0.0037	0.0393	0.9608	0.2253	0.2013	0.3731	0.0846	0.0000	0.0000	0.1080	0.0947	3225
701	7020	0.1019	0.0039	0.0412	0.9590	0.2239	0.2031	0.3930	0.0796	0.0050	0.0000	0.1113	0.0936	3230
702	7030	0.0938	0.0034	0.0384	0.9617	0.2225	0.2053	0.3930	0.0945	0.0050	0.0000	0.1112	0.0959	3235
703	7040	0.1032	0.0038	0.0422	0.9579	0.2212	0.2041	0.3781	0.0846	0.0000	0.0000	0.1110	0.0947	3240
704	7050	0.0944	0.0034	0.0387	0.9614	0.2198	0.2070	0.3980	0.0896	0.0000	0.0000	0.1112	0.0977	3246
705	7060	0.0927	0.0036	0.0374	0.9627	0.2184	0.2057	0.3980	0.0945	0.0000	0.0000	0.1116	0.0957	3251
706	7070	0.0965	0.0034	0.0398	0.9603	0.2170	0.2044	0.3930	0.0896	0.0000	0.0000	0.1104	0.0956	3256
707	7080	0.0958	0.0035	0.0391	0.9610	0.2157	0.2071	0.4030	0.0846	0.0100	0.0000	0.1124	0.0962	3260
708	7090	0.0996	0.0037	0.0405	0.9596	0.2143	0.2066	0.3930	0.0796	0.0100	0.0000	0.1115	0.0968	3265
709	7100	0.0924	0.0034	0.0377	0.9624	0.2130	0.2056	0.3731	0.0746	0.0050	0.0000	0.1110	0.0963	3269
710	7110	0.0817	0.0030	0.0334	0.9667	0.2116	0.2064	0.3881	0.0945	0.0050	0.0000	0.1136	0.0942	3274
711	7120	0.0997	0.0034	0.0413	0.9588	0.2103	0.2060	0.4030	0.0945	0.0000	0.0000	0.1122	0.0957	3279
712	7130	0.0964	0.0036	0.0391	0.9610	0.2089	0.2077	0.3930	0.0896	0.0050	0.0000	0.1101	0.0996	3283
713	7140	0.0910	0.0035	0.0368	0.9632	0.2076	0.1994	0.3831	0.0647	0.0000	0.0000	0.1091	0.0927	3288
714	7150	0.0924	0.0034	0.0377	0.9624	0.2062	0.2077	0.4030	0.0896	0.0000	0.0000	0.1117	0.0982	3293
715	7160	0.1021	0.0038	0.0416	0.9585	0.2049	0.2031	0.3930	0.0896	0.0050	0.0000	0.1090	0.0966	3297
716	7170	0.0822	0.0030	0.0335	0.9666	0.2036	0.2056	0.3980	0.0896	0.0050	0.0000	0.1104	0.0976	3302
717	7180	0.0865	0.0031	0.0354	0.9647	0.2022	0.2046	0.3930	0.1045	0.0100	0.0000	0.1104	0.0968	3306
718	7190	0.0858	0.0033	0.0348	0.9653	0.2009	0.2034	0.3881	0.0697	0.0050	0.0000	0.1118	0.0941	3311
719	7200	0.0893	0.0032	0.0366	0.9635	0.1996	0.2035	0.3781	0.0846	0.0000	0.0000	0.1127	0.0934	3316
720	7210	0.1026	0.0038	0.0419	0.9582	0.1983	0.2012	0.3731	0.0945	0.0000	0.0000	0.1109	0.0928	3320
721	7220	0.0934	0.0034	0.0381	0.9620	0.1970	0.2064	0.4030	0.0896	0.0000	0.0000	0.1086	0.1008	3325
722	7230	0.0999	0.0037	0.0407	0.9594	0.1956	0.2076	0.4030	0.0945	0.0000	0.0000	0.1107	0.0992	3329
723	7240	0.0914	0.0034	0.0372	0.9629	0.1943	0.2050	0.3930	0.1045	0.0050	0.0000	0.1093	0.0981	3334
724	7250	0.0915	0.0032	0.0376	0.9625	0.1930	0.2049	0.3831	0.0945	0.0000	0.0000	0.1100	0.0973	3339
725	7260	0.0960	0.0035	0.0393	0.9608	0.1917	0.2018	0.3930	0.0746	0.0000	0.0000	0.1084	0.0960	3343
726	7270	0.0935	0.0034	0.0383	0.9618	0.1904	0.2009	0.3881	0.0846	0.0000	0.0000	0.1068	0.0964	3348
727	7280	0.0897	0.0034	0.0364	0.9637	0.1891	0.2014	0.3831	0.0746	0.0000	0.0000	0.1107	0.0930	3352
728	7290	0.0956	0.0035	0.0391	0.9610	0.1878	0.2055	0.3881	0.0846	0.0000	0.0000	0.1097	0.0985	3357
729	7300	0.0964	0.0035	0.0394	0.9607	0.1865	0.2026	0.3881	0.0796	0.0000	0.0000	0.1110	0.0942	3361
730	7310	0.0833	0.0031	0.0339	0.9661	0.1853	0.2000	0.3881	0.0846	0.0000	0.0000	0.1089	0.0934	3366
731	7320	0.0863	0.0032	0.0351	0.9650	0.1840	0.2050	0.4030	0.0896	0.0050	0.0000	0.1127	0.0941	3371
732	7330	0.0833	0.0031	0.0338	0.9663	0.1827	0.2067	0.4129	0.0945	0.0000	0.0000	0.1098	0.0979	3375
733	7340	0.0952	0.0033	0.0394	0.9607	0.1814	0.2028	0.3980	0.0796	0.0050	0.0000	0.1116	0.0933	3380
734	7350	0.0901	0.0033	0.0368	0.9633	0.1801	0.2035	0.3831	0.0846	0.0000	0.0000	0.1112	0.0943	3384
735	7360	0.0852	0.0032	0.0347	0.9654	0.1789	0.2052	0.4030	0.0896	0.0050	0.0000	0.1125	0.0952	3389
736	7370	0.0828	0.0032	0.0335	0.9666	0.1776	0.2090	0.3980	0.0995	0.0050	0.0000	0.1123	0.0983	3394
737	7380	0.0926	0.0033	0.0381	0.9620	0.1763	0.2025	0.3930	0.0896	0.0050	0.0000	0.1118	0.0929	3398
738	7390	0.0962	0.0036	0.0390	0.9611	0.1751	0.2104	0.4129	0.0846	0.0050	0.0000	0.1124	0.1000	3403
739	7400	0.0931	0.0034	0.0381	0.9620	0.1738	0.2006	0.3980	0.0846	0.0050	0.0000	0.1103	0.0918	3407
740	7410	0.0867	0.0032	0.0355	0.9646	0.1726	0.2035	0.3980	0.0995	0.0050	0.0000	0.1097	0.0956	3412
741	7420	0.0919	0.0034	0.0374	0.9627	0.1713	0.2000	0.3781	0.0846	0.0050	0.0000	0.1116	0.0910	3416
742	7430	0.0910	0.0033	0.0374	0.9627	0.1701	0.1972	0.3781	0.0846	0.0000	0.0000	0.1103	0.0898	3421
743	7440	0.0950	0.0035	0.0388	0.9613	0.1688	0.2025	0.3831	0.0846	0.0000	0.0000	0.1137	0.0910	3426
744	7450	0.0893	0.0032	0.0367	0.9634	0.1676	0.2001	0.3831	0.0846	0.0000	0.0000	0.1132	0.0891	3430
745	7460	0.0970	0.0032	0.0404	0.9597	0.1664	0.2025	0.3881	0.0746	0.0000	0.0000	0.1098	0.0949	3435
746	7470	0.0923	0.0034	0.0377	0.9624	0.1651	0.2017	0.3930	0.1045	0.0000	0.0000	0.1079	0.0958	3440
747	7480	0.0846	0.0031	0.0345	0.9656	0.1639	0.2026	0.3831	0.0896	0.0000	0.0000	0.1093	0.0963	3444
748	7490	0.0878	0.0033	0.0357	0.9643	0.1627	0.2016	0.3881	0.0846	0.0000	0.0000	0.1085	0.0946	3449
749	7500	0.0888	0.0035	0.0356	0.9645	0.1615	0.2011	0.3781	0.1095	0.0000	0.0000	0.1079	0.0953	3453
750	7510	0.0885	0.0031	0.0365	0.9635	0.1603	0.2037	0.3881	0.0945	0.0000	0.0000	0.1100	0.0957	3458
751	7520	0.0906	0.0032	0.0373	0.9628	0.1591	0.2038	0.3731	0.0945	0.0000	0.0000	0.1091	0.0973	3463
752	7530	0.0958	0.0035	0.0393	0.9608	0.1578	0.2034	0.3781	0.0995	0.0050	0.0000	0.1085	0.0973	3467
753	7540	0.0856	0.0031	0.0351	0.9650	0.1566	0.2034	0.3881	0.0846	0.0050	0.0000	0.1066	0.0993	3472
754	7550	0.0980	0.0037	0.0397	0.9604	0.1554	0.2051	0.3980	0.1045	0.0050	0.0000	0.1101	0.0978	3476
755	7560	0.0939	0.0033	0.0386	0.9615	0.1542	0.2050	0.3980	0.0746	0.0050	0.0000	0.1060	0.1016	3481
756	7570	0.0937	0.0034	0.0383	0.9618	0.1531	0.2018	0.3881	0.0796	0.0050	0.0000	0.1068	0.0977	3486
757	7580	0.0883	0.0033	0.0360	0.9641	0.1519	0.2074	0.3781	0.0945	0.0000	0.0000	0.1075	0.1022	3490
758	7590	0.0881	0.0033	0.0357	0.9644	0.1507	0.2088	0.4030	0.0995	0.0000	0.0000	0.1106	0.1006	3495
759	7600	0.0889	0.0033	0.0362	0.9639	0.1495	0.2019	0.3731	0.0796	0.0050	0.0000	0.1072	0.0967	3500
760	7610	0.0908	0.0031	0.0376	0.9625	0.1483	0.2032	0.3831	0.0846	0.0000	0.0000	0.1097	0.0957	3504
761	7620	0.0820	0.0031	0.0334	0.9667	0.1471	0.1999	0.3881	0.0796	0.0000	0.0000	0.1056	0.0968	3509
762	7630	0.0844	0.0031	0.0345	0.9656	0.1460	0.2031	0.3881	0.0746	0.0000	0.0000	0.1092	0.0964	3514
763	7640	0.0982	0.0037	0.0400	0.9601	0.1448	0.1998	0.3682	0.0796	0.0000	0.0000	0.1092	0.0936	3519
764	7650	0.0890	0.0032	0.0364	0.9637	0.1437	0.2022	0.3831	0.0896	0.0050	0.0000	0.1076	0.0979	3524
765	7660	0.0842	0.0031	0.0344	0.9657	0.1425	0.1994	0.3781	0.0647	0.0000	0.0000	0.1060	0.0956	3529
766	7670	0.0865	0.0032	0.0352	0.9649	0.1413	0.2000	0.3881	0.0796	0.0000	0.0000	0.1053	0.0973	3534
767	7680	0.0868	0.0033	0.0351	0.9650	0.1402	0.1994	0.3731	0.0896	0.0050	0.0000	0.1078	0.0944	3539
768	7690	0.0912	0.0035	0.0369	0.9631	0.1390	0.1953	0.3682	0.0746	0.0000	0.0000	0.1051	0.0932	3544
769	7700	0.0913	0.0034	0.0372	0.9629	0.1379	0.2011	0.3831	0.0746	0.0000	0.0000	0.1089	0.0946	3548
770	7710	0.0805	0.0032	0.0323	0.9677	0.1368	0.1989	0.3731	0.0796	0.0000	0.0000	0.1094	0.0918	3553
771	7720	0.0831	0.0031	0.0338	0.9663	0.1356	0.2001	0.3930	0.0547	0.0000	0.0000	0.1092	0.0925	3558
772	7730	0.0812	0.0031	0.0328	0.9673	0.1345	0.2003	0.3781	0.0796	0.0000	0.0000	0.1068	0.0962	3562
773	7740	0.0889	0.0033	0.0361	0.9639	0.1334	0.2009	0.3731	0.0746	0.0000	0.0000	0.1097	0.0933	3567
774	7750	0.0845	0.0031	0.0344	0.9656	0.1323	0.1992	0.3930	0.0647	0.0000	0.0000	0.1072	0.0943	3571
775	7760	0.0867	0.0032	0.0354	0.9647	0.1311	0.2015	0.3881	0.0796	0.0050	0.0000	0.1096	0.0947	3576
776	7770	0.0848	0.0032	0.0344	0.9657	0.1300	0.2047	0.3781	0.0945	0.0050	0.0000	0.1103	0.0970	3580
777	7780	0.0819	0.0030	0.0334	0.9667	0.1289	0.2027	0.3881	0.0846	0.0000	0.0000	0.1071	0.0983	3585
778	7790	0.0835	0.0032	0.0337	0.9664	0.1278	0.2015	0.3980	0.0746	0.0000	0.0000	0.1077	0.0962	3589
779	7800	0.0800	0.0029	0.0326	0.9674	0.1267	0.2013	0.3831	0.0746	0.0000	0.0000	0.1081	0.0947	3594
780	7810	0.0827	0.0032	0.0334	0.9667	0.1256	0.2027	0.3682	0.0896	0.0050	0.0000	0.1089	0.0959	3599
781	7820	0.0853	0.0032	0.0346	0.9655	0.1245	0.2003	0.3781	0.0746	0.0000	0.0000	0.1077	0.0948	3603
782	7830	0.0834	0.0030	0.0342	0.9659	0.1234	0.2046	0.3930	0.0945	0.0050	0.0000	0.1065	0.1013	3608
783	7840	0.0814	0.0030	0.0333	0.9668	0.1223	0.2042	0.3881	0.0796	0.0050	0.0000	0.1092	0.0981	3612
784	7850	0.0842	0.0031	0.0343	0.9658	0.1213	0.2022	0.3831	0.0945	0.0000	0.0000	0.1070	0.0982	3617
785	7860	0.0830	0.0030	0.0340	0.9661	0.1202	0.2019	0.3781	0.0697	0.0000	0.0000	0.1082	0.0964	3621
786	7870	0.0953	0.0036	0.0388	0.9613	0.1191	0.2044	0.3781	0.0945	0.0000	0.0000	0.1098	0.0977	3626
787	7880	0.0839	0.0033	0.0336	0.9665	0.1180	0.2031	0.3781	0.0896	0.0000	0.0000	0.1113	0.0944	3631
788	7890	0.0845	0.0030	0.0346	0.9654	0.1170	0.2023	0.3831	0.0846	0.0000	0.0000	0.1081	0.0970	3636
789	7900	0.0792	0.0029	0.0325	0.9676	0.1159	0.1994	0.3682	0.0945	0.0000	0.0000	0.1075	0.0946	3640
790	7910	0.0813	0.0030	0.0331	0.9669	0.1148	0.2011	0.3781	0.0697	0.0000	0.0000	0.1072	0.0963	3645
791	7920	0.0922	0.0033	0.0378	0.9623	0.1138	0.2043	0.3731	0.0846	0.0000	0.0000	0.1098	0.0967	3649
792	7930	0.0815	0.0030	0.0331	0.9669	0.1127	0.2002	0.3632	0.0846	0.0000	0.0000	0.1070	0.0953	3654
793	7940	0.0794	0.0029	0.0325	0.9676	0.1117	0.2043	0.3831	0.0846	0.0000	0.0000	0.1101	0.0973	3658
794	7950	0.0813	0.0031	0.0330	0.9671	0.1107	0.2001	0.3731	0.0796	0.0000	0.0000	0.1087	0.0932	3663
795	7960	0.0824	0.0030	0.0337	0.9663	0.1096	0.2033	0.3881	0.0896	0.0000	0.0000	0.1095	0.0955	3667
796	7970	0.0813	0.0030	0.0332	0.9668	0.1086	0.2013	0.3781	0.0697	0.0000	0.0000	0.1106	0.0931	3672
797	7980	0.0763	0.0029	0.0309	0.9691	0.1076	0.2036	0.3781	0.0846	0.0050	0.0000	0.1080	0.0979	3677
798	7990	0.0841	0.0030	0.0345	0.9656	0.1065	0.2019	0.3831	0.0846	0.0000	0.0000	0.1118	0.0925	3681
799	8000	0.0812	0.0031	0.0329	0.9672	0.1055	0.2044	0.3781	0.0796	0.0050	0.0000	0.1123	0.0944	3686
800	8010	0.0815	0.0031	0.0331	0.9670	0.1045	0.2014	0.3682	0.0846	0.0000	0.0000	0.1109	0.0925	3691
801	8020	0.0861	0.0032	0.0350	0.9650	0.1035	0.2036	0.3781	0.0796	0.0050	0.0000	0.1098	0.0958	3695
802	8030	0.0834	0.0032	0.0338	0.9663	0.1025	0.1998	0.3682	0.0796	0.0000	0.0000	0.1134	0.0884	3700
803	8040	0.0921	0.0035	0.0372	0.9628	0.1015	0.2037	0.3682	0.0796	0.0000	0.0000	0.1112	0.0947	3704
804	8050	0.0852	0.0031	0.0348	0.9653	0.1005	0.2044	0.3831	0.0846	0.0000	0.0000	0.1077	0.0990	3709
805	8060	0.0876	0.0033	0.0355	0.9646	0.0995	0.2043	0.3831	0.0697	0.0050	0.0000	0.1092	0.0975	3713
806	8070	0.0799	0.0031	0.0323	0.9678	0.0985	0.2049	0.3881	0.0796	0.0050	0.0000	0.1105	0.0967	3718
807	8080	0.0803	0.0030	0.0326	0.9674	0.0975	0.2030	0.3980	0.0697	0.0050	0.0000	0.1095	0.0957	3722
808	8090	0.0823	0.0030	0.0336	0.9665	0.0966	0.2028	0.3731	0.0746	0.0000	0.0000	0.1105	0.0945	3727
809	8100	0.0817	0.0030	0.0332	0.9668	0.0956	0.2012	0.3682	0.0796	0.0050	0.0000	0.1070	0.0965	3732
810	8110	0.0783	0.0030	0.0318	0.9683	0.0946	0.2037	0.3881	0.0746	0.0050	0.0000	0.1077	0.0984	3736
811	8120	0.0855	0.0032	0.0347	0.9654	0.0937	0.2053	0.3731	0.0796	0.0100	0.0000	0.1081	0.0992	3741
812	8130	0.0723	0.0028	0.0291	0.9710	0.0927	0.2031	0.4129	0.0796	0.0050	0.0000	0.1099	0.0953	3745
813	8140	0.0774	0.0028	0.0318	0.9683	0.0917	0.1993	0.3781	0.0647	0.0050	0.0000	0.1081	0.0934	3750
814	8150	0.0852	0.0032	0.0346	0.9654	0.0908	0.1997	0.3582	0.0746	0.0000	0.0000	0.1067	0.0952	3755
815	8160	0.0763	0.0028	0.0311	0.9689	0.0898	0.2026	0.3881	0.0846	0.0050	0.0000	0.1062	0.0986	3759
816	8170	0.0780	0.0028	0.0321	0.9680	0.0889	0.2005	0.3781	0.0697	0.0000	0.0000	0.1083	0.0943	3764
817	8180	0.0753	0.0029	0.0304	0.9697	0.0880	0.2048	0.3980	0.0796	0.0000	0.0000	0.1088	0.0983	3769
818	8190	0.0872	0.0032	0.0357	0.9644	0.0870	0.2055	0.3881	0.0746	0.0050	0.0000	0.1100	0.0979	3773
819	8200	0.0955	0.0033	0.0394	0.9607	0.0861	0.2057	0.3881	0.0945	0.0000	0.0000	0.1091	0.0995	3778
